id,keyword,place,tweet,lemmatized_tweet,disaster
10453,wild%20fires,New york,Hey Macys My moms house burned down in the CA wild fires amp I bought her an e gift card to buy her CLOTHES cont htptcosWdjnypCXK,Hey Macys My mom house burn down in the CA wild fire amp I bought her an e gift card to buy her CLOTHES cont htptcosWdjnypCXK,0
10454,wild%20fires,USA,California wild firesclearly caused by global climate change and exces CO,California wild firesclearly cause by global climate change and exces CO,1
10459,wild%20fires,"North Tonawanda, NY",California wild fires blow my mind every time,California wild fire blow my mind every time,1
10460,wild%20fires,Where e'er the mood takes me,MrRat Are those wild fires geting anywhere near you,MrRat Are those wild fire get anywhere near you,1
10463,wild%20fires,Colorado,Stampedes and fires brought him home can her love make him stay TAME A WILD HEART audiobok htptcodPKqAFtbr BYNR BeingAuthor,Stampedes and fire brought him home can her love make him stay TAME A WILD HEART audiobok htptcodPKqAFtbr BYNR BeingAuthor,0
10465,wild%20fires,unknown,Go home California youre drunk Natural selection has taken afect Debt extreme wild fires water suply problems You fail as a state,Go home California youre drunk Natural selection have take afect Debt extreme wild fire water suply problem You fail a a state,1
10469,wild%20fires,Montana/North Carolina,CBS evening news covers tent colapse wild fires NO mention of worst Planed Parenthod video to date Narative,CBS even news cover tent colapse wild fire NO mention of bad Planed Parenthod video to date Narative,1
10474,wild%20fires,unknown,WILD FIRES htptcoEgrMdkXpOi,WILD FIRES htptcoEgrMdkXpOi,1
10475,wild%20fires,unknown,Wild Fires In California Continue To Burn htptconKcmibWL htptcoCpMGBWVDXM,Wild Fires In California Continue To Burn htptconKcmibWL htptcoCpMGBWVDXM,1
10476,wild%20fires,FRM JERZ LIVING IN DADE COUNTY,one of them wild fires in cali or something or in the mid west or where ever they show upshit dont pop up around me,one of them wild fire in cali or something or in the mid west or where ever they show upshit dont pop up around me,1
10477,wild%20fires,"Brantford, Ontario",JacobHogard therealmatleaf its so sad out there in BC al the wild fires Hope u are safe,JacobHogard therealmatleaf it so sad out there in BC al the wild fire Hope u be safe,1
10480,wild%20fires,unknown,when theres  wild fires in the US and  of them are in CaliforniaAND were in a droughthis state is so sad,when there wild fire in the US and of them be in CaliforniaAND be in a droughthis state be so sad,1
10491,wildfire,Colorado,am Wildfire by The Mynabirds from Lovers Know,be Wildfire by The Mynabirds from Lovers Know,1
10493,wildfire,USA,Finger Rock wildfire grows to  acres Tucson htptcozSXGEINxf,Finger Rock wildfire grows to acre Tucson htptcozSXGEINxf,1
10494,wildfire,unknown,chatanoga The Latest California governor headed to site of wildfire htptcoDEICWW,chatanoga The Latest California governor head to site of wildfire htptcoDEICWW,1
10495,wildfire,unknown,About to get it with the babes of wildfire and tavikeney of course,About to get it with the babe of wildfire and tavikeney of course,1
10497,wildfire,"Tucson, Arizona",Heres a quick timelapse I made of the Finger Rock Fire last night from about PM AM Check it out fingerockfire wildfire catalinas,Heres a quick timelapse I make of the Finger Rock Fire last night from about PM AM Check it out fingerockfire wildfire catalinas,0
10501,wildfire,"Seattle, WA",WAwildfire in chelan Wolverine fire results in evacuation htptcoyePlnZPoWu,WAwildfire in chelan Wolverine fire result in evacuation htptcoyePlnZPoWu,1
10504,wildfire,West Virginia ,cant eat a wildfire chicken salad without thinking of mising Alynacarol ,cant eat a wildfire chicken salad without think of mising Alynacarol,1
10507,wildfire,unknown,Cheroke Road and Road  Thre Sisters Wildfire There are two roads closed to the general public htptcoWwnLFvfM IDFire,Cheroke Road and Road Thre Sisters Wildfire There be two road close to the general public htptcoWwnLFvfM IDFire,1
10509,wildfire,"California, USA",As California fires rage the Forest Service sounds the alarm about sharply rising wildfire costs htptcohtFyiMJlR,As California fire rage the Forest Service sound the alarm about sharply rise wildfire cost htptcohtFyiMJlR,1
10510,wildfire,unknown,Be careful out there htptcoKoBavdEKWn,Be careful out there htptcoKoBavdEKWn,0
10512,wildfire,"408 N. Western, Wenatchee, WA ",Wolverine Fire Update Thursday August   Am Incident Wolverine Fire Wildfire Released  min ago htptcoWDTzpTXH,Wolverine Fire Update Thursday August Am Incident Wolverine Fire Wildfire Released min ago htptcoWDTzpTXH,1
10514,wildfire,unknown,Coler weather helps crews batling state wildfire Related Articles htptcofHVIiQp,Coler weather help crew batling state wildfire Related Articles htptcofHVIiQp,1
10526,wildfire,"Seattle, WA",Wildfire near Columbia River town is  percent contained htptcoyTPiPXpqr htptcoHCUQjpBtL,Wildfire near Columbia River town be percent contain htptcoyTPiPXpqr htptcoHCUQjpBtL,1
10528,wildfire,unknown,smHRN mhtwfnet Crews gaining on huge Northern California wildfire CBS News,smHRN mhtwfnet Crews gain on huge Northern California wildfire CBS News,1
10530,wildfire,unknown,Rocky Fire cali SCFD wildfire LakeCounty htpstcopuvo,Rocky Fire cali SCFD wildfire LakeCounty htpstcopuvo,1
10531,wildfire,unknown,This machine realy captured my atention helicopter firefighting wildfire oregon easternoregonÛ htpstcoeKtjYs,This machine realy capture my atention helicopter firefighting wildfire oregon easternoregonÛ htpstcoeKtjYs,1
10532,wildfire,Get our App,Forest Grove gras fire sparked by tractor quickly contained KATU htptcoFMbcocSu,Forest Grove gras fire spark by tractor quickly contain KATU htptcoFMbcocSu,1
10538,windstorm,"28.709672,-97.376514",San Patricio ÛÓ Windstorm insurance reform key for coastal homeowners PORTLAND ÛÒ State Rep JM Lozano spoke htptcoGQySVKrAGi,San Patricio ÛÓ Windstorm insurance reform key for coastal homeowner PORTLAND ÛÒ State Rep JM Lozano spoke htptcoGQySVKrAGi,0
10539,windstorm,"Washington, D.C.",Texas Seks Coment on Rules for Changes to Windstorm Insurer htptcoSDZLVBiFbN,Texas Seks Coment on Rules for Changes to Windstorm Insurer htptcoSDZLVBiFbN,0
10542,windstorm,Houston,New rof and hardy going upWindstorm inspection tomorow htptcoXMLQRpNQR,New rof and hardy go upWindstorm inspection tomorow htptcoXMLQRpNQR,0
10547,windstorm,New York,Insurance NewsTexas Seks Coment on Rules for Changes to Windstorm Insurer,Insurance NewsTexas Seks Coment on Rules for Changes to Windstorm Insurer,0
10549,windstorm,"Pasadena, TX",TWIA board aproves  percent rate hike The Texas Windstorm Insurance Asociation TWIA Board of Directors v htptcoNvxLJDsNkX,TWIA board aproves percent rate hike The Texas Windstorm Insurance Asociation TWIA Board of Directors v htptcoNvxLJDsNkX,0
10556,windstorm,unknown,GLORIA JONES VIXEN WINDSTORM IN CD  TRACKS MARC BOLAN htptcoEcAymIcN htptcoeRzcXloPDL,GLORIA JONES VIXEN WINDSTORM IN CD TRACKS MARC BOLAN htptcoEcAymIcN htptcoeRzcXloPDL,0
10569,windstorm,"Texas, USA",tlit I sen you that one day lok like you went threw a windstorm ,tlit I sen you that one day lok like you go threw a windstorm,0
10572,windstorm,Canada,Great time group camping at Presquile with familyampfriendsLots of funot much slep PQPHistoryWekend windstorm htptcotYkaZyQpF,Great time group camp at Presquile with familyampfriendsLots of funot much slep PQPHistoryWekend windstorm htptcotYkaZyQpF,0
10577,windstorm,unknown,Texas Seks Coment on Rules for Changes to Windstorm Insurer The Texas Department of Insurance is seking pu htptcoNGFnJqu,Texas Seks Coment on Rules for Changes to Windstorm Insurer The Texas Department of Insurance be seking pu htptcoNGFnJqu,0
10579,windstorm,Rhode Island,A few more photos from this mornings windstorm Weve never sen anything like it rhodeisland warwick,A few more photo from this morning windstorm Weve never sen anything like it rhodeisland warwick,0
10586,wounded,Narbin city  ,Police Oficer Wounded Suspect Dead After Exchanging Shots htptcoewvXQItV,Police Oficer Wounded Suspect Dead After Exchanging Shots htptcoewvXQItV,1
10594,wounded,??,The South Korean army wounded  persons Takeshimas Japanese fisherman and ocupies the island htptcomJCXgKUYt,The South Korean army wound person Takeshimas Japanese fisherman and ocupies the island htptcomJCXgKUYt,1
10595,wounded,"Kansas City, MO",Gunmen kil four in El Salvador bus atack Suspected Salvadoran gang members kiled four people and wounded s htptcoLZWRONbTmi,Gunmen kil four in El Salvador bus atack Suspected Salvadoran gang member kiled four people and wound s htptcoLZWRONbTmi,1
10597,wounded,"?? Newport , RI ??",You stil acting like you were the one wounded Didnt you do the stabing,You stil act like you be the one wound Didnt you do the stab,0
10602,wounded,unknown,DimeMiloko Oficer Wounded Suspect Kiled in Exchange of Gunfire Richmond police oficer wounded suspect kiled in exchange of gunfire,DimeMiloko Oficer Wounded Suspect Kiled in Exchange of Gunfire Richmond police oficer wound suspect kiled in exchange of gunfire,1
10604,wounded,unknown,Police oficer wounded suspect dead after exchanging shots A Richmond police oficer was wounded and a suspe htptcoFzQPiQeCHB,Police oficer wound suspect dead after exchange shot A Richmond police oficer be wound and a suspe htptcoFzQPiQeCHB,1
10614,wounded,Philippines,Pope Francis talks about WOUNDED FAMILIES htptcomRfBPODI,Pope Francis talk about WOUNDED FAMILIES htptcomRfBPODI,0
10617,wounded,unknown,lordjewcup heloimivan wounded warior,lordjewcup heloimivan wound warior,0
10618,wounded,"Chicago, Illinois  ",Man seriously wounded in Auburn Gresham shoting htptcoqPsSbAfSuL Chiraq,Man seriously wound in Auburn Gresham shoting htptcoqPsSbAfSuL Chiraq,0
10619,wounded,Singapore,Suspected Salvadoran gang members kiled four people and wounded seven more on Wednesday in an atack on a bus as it traveled down a ruralÛ,Suspected Salvadoran gang member kiled four people and wound seven more on Wednesday in an atack on a bus a it travel down a ruralÛ,1
10624,wounded,SWMO,Oficer Wounded Suspect Kiled in Exchange of Gunfire htptcoHSjnAVHUA,Oficer Wounded Suspect Kiled in Exchange of Gunfire htptcoHSjnAVHUA,1
10633,wounded,??????,Police Oficer Wounded Suspect Dead After Exchanging Shots htptcoguNqZTUn ,Police Oficer Wounded Suspect Dead After Exchanging Shots htptcoguNqZTUn,1
10634,wounded,Mii Facebook,Police Oficer Wounded Suspect Dead After Exchanging Shots Richmond police oficer wounded suspect kiled a htptcoYIKQRqczVZ,Police Oficer Wounded Suspect Dead After Exchanging Shots Richmond police oficer wound suspect kiled a htptcoYIKQRqczVZ,1
10635,wounds,unknown,He was crushed for our iniquities the punishment that brought us peace was upon him amp by his wounds we are healed Isa ,He be crush for our iniquity the punishment that brought u peace be upon him amp by his wound we be heal Isa,0
10638,wounds,Southern Cali,bkanioros Lizeth and I tried over and over again to fix our relationship it never worked bk you canot heal those wounds I love you for,bkanioros Lizeth and I try over and over again to fix our relationship it never work bk you canot heal those wound I love you for,0
10639,wounds,626 - 702,Love wounds,Love wound,0
10642,wounds,"Gauteng Heidelberg,Ratanda",GogleFacts Wounds heal faster if you lick them Tears also help them heal as wel I know right even thou it sems stupid when lickin,GogleFacts Wounds heal faster if you lick them Tears also help them heal a wel I know right even thou it sems stupid when lickin,0
10643,wounds,"Back of the beyond, Lesotho",the wounds of honor are selfinflicted,the wound of honor be selfinflicted,0
10645,wounds,CLT via NOLA via MO via MN,ME gun shot wounds     rapidly lethal would have kiled in  seconds or few minutes max kericktrial,ME gun shot wound rapidly lethal would have kiled in second or few minute max kericktrial,1
10646,wounds,India,CashNiga whoa Insomniac Why dont you try to get some slep Slep heals al wounds Fod to Night ,CashNiga whoa Insomniac Why dont you try to get some slep Slep heals al wound Fod to Night,0
10649,wounds,the beautiful Northwest (USA),Do You Let Your Emotional Wounds Fester htptcoyDWhMgIMOE Powerful story andåÊword picture via forgivenwife,Do You Let Your Emotional Wounds Fester htptcoyDWhMgIMOE Powerful story andåÊword picture via forgivenwife,0
10652,wounds,Washington D.C. / Istanbul,Israeli military shot Palestinian who injured  in West Bank car atack htptcoPDCnuLODR via YahoNews,Israeli military shot Palestinian who injured in West Bank car atack htptcoPDCnuLODR via YahoNews,1
10653,wounds,Vancouver ,WorldRuners RuningRom Day ampmy wounds are loking much beter Runing road rash sumer injury ofdishduty htptcoaGkWKaqgOS,WorldRuners RuningRom Day ampmy wound be loking much beter Runing road rash sumer injury ofdishduty htptcoaGkWKaqgOS,0
10654,wounds,K-Town ,Time heals al wounds And if it doesnt you name them something other than wounds and agre to let them stay ,Time heals al wound And if it doesnt you name them something other than wound and agre to let them stay,0
10661,wounds,#Kashmir, Policemen receive bulet wounds Reports indicate  armed men atacked a police post,Policemen receive bulet wound Reports indicate arm men atacked a police post,0
10664,wounds,unknown,Palestinian rams car into Israeli soldiers wounding  htptconBMXQKlg EM,Palestinian ram car into Israeli soldier wound htptconBMXQKlg EM,1
10668,wounds,sam's town,and the salt in my wounds isnt burnin any more than it used to its not that i dont fel the pain its just im not afraid of hurting anymore,and the salt in my wound isnt burnin any more than it use to it not that i dont fel the pain it just im not afraid of hurt anymore,0
10670,wounds,unknown,When and how does a character recover fromåÊwounds htptcohkuHtjXm,When and how do a character recover fromåÊwounds htptcohkuHtjXm,0
10674,wounds,"Dallas, TX",What they dentists dont tel u is how much ur mouth wil be in pain when the numbing wears of because of the puncture wounds in ur gums,What they dentist dont tel u be how much ur mouth wil be in pain when the numb wear of because of the puncture wound in ur gum,0
10683,wounds,worldwide,Our wounds can so easily turn us into people we dont want to be and we hardly se it hapening,Our wound can so easily turn u into people we dont want to be and we hardly se it hapening,0
10694,wreck,"atl, ga",im siting in the parking lot waiting to go into therapy and im crying and an emotional wreck and i dont want my therapist to know ,im sit in the parking lot wait to go into therapy and im cry and an emotional wreck and i dont want my therapist to know,0
